id,created_at,sim_step,sim_time,direction,waiting_time,queue_length,mean_speed,vehicle_count,throughput,congestion_score,tl_state
31078,2026-06-17 06:21:06,77750,77750.0,south,90.276,20,0.298,15,6070,100.0,Wrrr
31077,2026-06-17 06:21:06,77750,77750.0,north,90.309,20,0.554,8,5252,99.46,Wrrr
31076,2026-06-17 06:21:06,77740,77740.0,west,0.331,0,8.602,12,5670,0.0,Wrrr
31075,2026-06-17 06:21:06,77740,77740.0,east,35.144,20,1.212,25,8100,73.32,Wrrr
31074,2026-06-17 06:21:06,77740,77740.0,south,88.466,20,0.396,15,6070,99.49,Wrrr
31073,2026-06-17 06:21:06,77740,77740.0,north,90.384,20,0.411,8,5252,100.0,Wrrr
31072,2026-06-17 06:21:06,77730,77730.0,west,9.986,0,9.223,12,5670,3.98,Wrrr
31071,2026-06-17 06:21:06,77730,77730.0,east,26.068,20,0.037,25,8100,72.0,Wrrr
31070,2026-06-17 06:21:06,77730,77730.0,south,79.959,20,1.064,15,6070,95.42,Wrrr
31069,2026-06-17 06:21:06,77730,77730.0,north,89.213,20,0.402,8,5252,97.47,Wrrr
31068,2026-06-17 06:21:06,77720,77720.0,west,50.337,5,11.165,12,5666,40.33,Wrrr
31067,2026-06-17 06:21:06,77720,77720.0,east,18.833,20,0.917,25,8100,66.1,Wrrr
31066,2026-06-17 06:21:06,77720,77720.0,south,73.398,20,1.383,15,6070,89.76,Wrrr
31065,2026-06-17 06:21:06,77720,77720.0,north,89.367,20,0.613,8,5252,100.0,Wrrr
31064,2026-06-17 06:21:06,77710,77710.0,west,89.507,20,0.142,12,5656,99.23,Errr
31063,2026-06-17 06:21:06,77710,77710.0,east,9.728,11,1.464,25,8100,35.73,Errr
31062,2026-06-17 06:21:06,77710,77710.0,south,63.967,20,0.852,15,6070,88.95,Errr
31061,2026-06-17 06:21:06,77710,77710.0,north,90.368,20,1.464,8,5252,99.09,Errr
31060,2026-06-17 06:21:06,77700,77700.0,west,90.379,20,1.284,12,5656,100.0,Errr
31059,2026-06-17 06:21:06,77700,77700.0,east,3.036,3,1.133,25,8100,11.85,Errr
31058,2026-06-17 06:21:06,77700,77700.0,south,56.793,20,0.875,15,6070,87.61,Errr
31057,2026-06-17 06:21:06,77700,77700.0,north,90.597,20,1.098,8,5252,100.0,Errr
31056,2026-06-17 06:21:06,77690,77690.0,west,90.853,20,1.242,12,5656,99.49,Errr
31055,2026-06-17 06:21:06,77690,77690.0,east,0.0,0,11.229,25,8100,0.0,Errr
31054,2026-06-17 06:21:06,77690,77690.0,south,48.348,20,0.778,15,6070,84.09,Errr
31053,2026-06-17 06:21:06,77690,77690.0,north,89.362,20,0.549,8,5252,100.0,Errr
31052,2026-06-17 06:21:06,77680,77680.0,west,90.093,20,0.255,12,5656,100.0,Errr
31051,2026-06-17 06:21:06,77680,77680.0,east,0.842,0,10.543,25,8100,2.14,Errr
31050,2026-06-17 06:21:06,77680,77680.0,south,40.243,20,1.31,15,6070,79.17,Errr
31049,2026-06-17 06:21:06,77680,77680.0,north,90.702,20,0.409,8,5252,100.0,Errr
31048,2026-06-17 06:21:06,77670,77670.0,west,89.584,20,1.012,12,5656,100.0,Errr
31047,2026-06-17 06:21:06,77670,77670.0,east,0.0,0,12.46,25,8100,0.0,Errr
31046,2026-06-17 06:21:06,77670,77670.0,south,33.405,20,0.018,15,6070,75.96,Errr
31045,2026-06-17 06:21:06,77670,77670.0,north,89.688,20,1.152,8,5252,100.0,Errr
31044,2026-06-17 06:21:06,77660,77660.0,west,84.719,20,0.89,12,5656,94.79,Errr
31043,2026-06-17 06:21:06,77660,77660.0,east,17.935,2,8.295,25,8098,16.87,Errr
31042,2026-06-17 06:21:06,77660,77660.0,south,24.827,16,0.086,15,6070,60.01,Errr
31041,2026-06-17 06:21:06,77660,77660.0,north,90.861,20,0.812,8,5252,98.55,Errr
31040,2026-06-17 06:21:06,77650,77650.0,west,76.3,20,0.557,12,5656,95.15,Errr
31039,2026-06-17 06:21:06,77650,77650.0,east,58.694,12,10.894,25,8088,62.17,Errr
31038,2026-06-17 06:21:06,77650,77650.0,south,17.26,11,0.575,15,6070,37.86,Errr
31037,2026-06-17 06:21:06,77650,77650.0,north,82.878,18,1.462,8,5252,91.83,Errr
31036,2026-06-17 06:21:06,77640,77640.0,west,69.148,20,0.544,12,5656,89.06,Srrr
31035,2026-06-17 06:21:06,77640,77640.0,east,89.899,20,0.399,25,8080,99.59,Srrr
31034,2026-06-17 06:21:06,77640,77640.0,south,7.862,6,0.943,15,6070,19.85,Srrr
31033,2026-06-17 06:21:06,77640,77640.0,north,75.161,16,0.805,8,5252,81.63,Srrr
31032,2026-06-17 06:21:06,77630,77630.0,west,59.846,20,0.215,12,5656,87.37,Srrr
31031,2026-06-17 06:21:06,77630,77630.0,east,89.356,20,0.147,25,8080,100.0,Srrr
31030,2026-06-17 06:21:06,77630,77630.0,south,1.608,1,0.311,15,6070,2.49,Srrr
31029,2026-06-17 06:21:06,77630,77630.0,north,68.094,13,0.851,8,5252,69.95,Srrr
31028,2026-06-17 06:21:06,77620,77620.0,west,51.97,20,1.357,12,5656,83.13,Srrr
31027,2026-06-17 06:21:06,77620,77620.0,east,89.086,20,0.975,25,8080,97.9,Srrr
31026,2026-06-17 06:21:06,77620,77620.0,south,0.645,0,10.486,15,6070,0.76,Srrr
31025,2026-06-17 06:21:06,77620,77620.0,north,60.307,10,1.017,8,5252,58.62,Srrr
31024,2026-06-17 06:21:06,77610,77610.0,west,44.947,20,0.931,12,5656,78.21,Srrr
31023,2026-06-17 06:21:06,77610,77610.0,east,83.106,20,0.829,25,8080,99.11,Srrr
31022,2026-06-17 06:21:06,77610,77610.0,south,26.158,0,12.0,15,6070,10.24,Srrr
31021,2026-06-17 06:21:06,77610,77610.0,north,51.028,7,0.422,8,5252,45.76,Srrr
31020,2026-06-17 06:21:06,77600,77600.0,west,37.646,19,0.305,12,5656,73.3,Srrr
31019,2026-06-17 06:21:06,77600,77600.0,east,75.867,20,0.015,25,8080,96.43,Srrr
31018,2026-06-17 06:21:06,77600,77600.0,south,65.8,12,8.744,15,6061,64.0,Srrr
31017,2026-06-17 06:21:06,77600,77600.0,north,42.695,5,0.11,8,5252,32.3,Srrr
31016,2026-06-17 06:21:06,77590,77590.0,west,29.776,15,0.841,12,5656,56.53,Nrrr
31015,2026-06-17 06:21:06,77590,77590.0,east,67.571,20,0.954,25,8080,87.09,Nrrr
31014,2026-06-17 06:21:06,77590,77590.0,south,90.489,20,1.318,15,6055,99.73,Nrrr
31013,2026-06-17 06:21:06,77590,77590.0,north,35.604,2,0.143,8,5252,22.13,Nrrr
31012,2026-06-17 06:21:06,77580,77580.0,west,19.913,11,1.06,12,5656,42.94,Nrrr
31011,2026-06-17 06:21:06,77580,77580.0,east,59.846,20,0.001,25,8080,87.96,Nrrr
31010,2026-06-17 06:21:06,77580,77580.0,south,89.98,20,0.659,15,6055,97.03,Nrrr
31009,2026-06-17 06:21:06,77580,77580.0,north,34.97,0,12.058,8,5252,16.51,Nrrr
31008,2026-06-17 06:21:06,77570,77570.0,west,12.482,7,1.128,12,5656,27.78,Nrrr
31007,2026-06-17 06:21:06,77570,77570.0,east,52.968,20,1.393,25,8080,86.45,Nrrr
31006,2026-06-17 06:21:06,77570,77570.0,south,89.079,20,0.922,15,6055,100.0,Nrrr
31005,2026-06-17 06:21:06,77570,77570.0,north,74.645,13,9.35,8,5243,74.23,Nrrr
31004,2026-06-17 06:21:06,77560,77560.0,west,4.492,3,1.067,12,5656,11.04,Wrrr
31003,2026-06-17 06:21:06,77560,77560.0,east,44.791,20,1.249,25,8080,79.62,Wrrr
31002,2026-06-17 06:21:06,77560,77560.0,south,89.044,20,1.226,15,6055,99.38,Wrrr
31001,2026-06-17 06:21:06,77560,77560.0,north,90.767,20,0.844,8,5239,100.0,Wrrr
31000,2026-06-17 06:21:06,77550,77550.0,west,0.0,0,9.706,12,5656,1.68,Wrrr
30999,2026-06-17 06:21:06,77550,77550.0,east,35.427,20,0.798,25,8080,75.77,Wrrr
30998,2026-06-17 06:21:06,77550,77550.0,south,89.4,20,1.133,15,6055,100.0,Wrrr
30997,2026-06-17 06:21:06,77550,77550.0,north,90.853,20,0.967,8,5239,100.0,Wrrr
30996,2026-06-17 06:21:06,77540,77540.0,west,2.309,0,8.861,12,5656,0.0,Wrrr
30995,2026-06-17 06:21:06,77540,77540.0,east,27.28,20,1.465,25,8080,74.75,Wrrr
30994,2026-06-17 06:21:06,77540,77540.0,south,82.889,20,0.944,15,6055,98.76,Wrrr
30993,2026-06-17 06:21:06,77540,77540.0,north,89.737,20,0.204,8,5239,99.12,Wrrr
30992,2026-06-17 06:21:06,77530,77530.0,west,42.995,3,11.064,12,5654,29.87,Wrrr
30991,2026-06-17 06:21:06,77530,77530.0,east,20.521,20,0.729,25,8080,67.05,Wrrr
30990,2026-06-17 06:21:06,77530,77530.0,south,75.275,20,0.908,15,6055,91.81,Wrrr
30989,2026-06-17 06:21:06,77530,77530.0,north,89.638,20,0.018,8,5239,100.0,Wrrr
30988,2026-06-17 06:21:06,77520,77520.0,west,82.553,17,10.495,12,5644,86.86,Wrrr
30987,2026-06-17 06:21:06,77520,77520.0,east,11.484,13,0.879,25,8080,46.93,Wrrr
30986,2026-06-17 06:21:06,77520,77520.0,south,66.59,20,0.4,15,6055,90.78,Wrrr
30985,2026-06-17 06:21:06,77520,77520.0,north,89.676,20,0.593,8,5239,100.0,Wrrr
30984,2026-06-17 06:21:06,77510,77510.0,west,89.564,20,1.428,12,5642,97.88,Errr
30983,2026-06-17 06:21:06,77510,77510.0,east,3.035,5,0.994,25,8080,15.61,Errr
30982,2026-06-17 06:21:06,77510,77510.0,south,57.791,20,0.597,15,6055,84.42,Errr
30981,2026-06-17 06:21:06,77510,77510.0,north,89.416,20,0.017,8,5239,100.0,Errr
30980,2026-06-17 06:21:06,77500,77500.0,west,89.475,20,1.448,12,5642,99.8,Errr
30979,2026-06-17 06:21:06,77500,77500.0,east,0.848,0,10.513,25,8080,0.0,Errr
30978,2026-06-17 06:21:06,77500,77500.0,south,50.654,20,1.46,15,6055,79.76,Errr
30977,2026-06-17 06:21:06,77500,77500.0,north,90.788,20,1.002,8,5239,99.83,Errr
30976,2026-06-17 06:21:06,77490,77490.0,west,90.518,20,0.845,12,5642,97.54,Errr
30975,2026-06-17 06:21:06,77490,77490.0,east,0.453,0,8.824,25,8080,1.53,Errr
30974,2026-06-17 06:21:06,77490,77490.0,south,42.577,20,0.779,15,6055,77.89,Errr
30973,2026-06-17 06:21:06,77490,77490.0,north,90.926,20,0.903,8,5239,100.0,Errr
30972,2026-06-17 06:21:06,77480,77480.0,west,89.569,20,0.495,12,5642,99.09,Errr
30971,2026-06-17 06:21:06,77480,77480.0,east,0.0,0,8.712,25,8080,1.35,Errr
30970,2026-06-17 06:21:06,77480,77480.0,south,34.055,20,0.042,15,6055,77.46,Errr
30969,2026-06-17 06:21:06,77480,77480.0,north,90.648,20,0.4,8,5239,98.3,Errr
30968,2026-06-17 06:21:06,77470,77470.0,west,85.585,20,1.495,12,5642,95.75,Errr
30967,2026-06-17 06:21:06,77470,77470.0,east,9.822,0,11.841,25,8080,2.29,Errr
30966,2026-06-17 06:21:06,77470,77470.0,south,26.93,17,1.026,15,6055,62.81,Errr
30965,2026-06-17 06:21:06,77470,77470.0,north,90.681,20,0.984,8,5239,99.82,Errr
30964,2026-06-17 06:21:06,77460,77460.0,west,77.596,20,0.3,12,5642,95.01,Errr
30963,2026-06-17 06:21:06,77460,77460.0,east,49.061,10,10.465,25,8070,49.71,Errr
30962,2026-06-17 06:21:06,77460,77460.0,south,17.603,12,0.492,15,6055,46.16,Errr
30961,2026-06-17 06:21:06,77460,77460.0,north,84.442,19,0.418,8,5239,94.29,Errr
30960,2026-06-17 06:21:06,77450,77450.0,west,70.588,20,1.113,12,5642,92.46,Srrr
30959,2026-06-17 06:21:06,77450,77450.0,east,89.337,20,0.678,25,8060,99.02,Srrr
30958,2026-06-17 06:21:06,77450,77450.0,south,9.752,7,0.857,15,6055,26.75,Srrr
30957,2026-06-17 06:21:06,77450,77450.0,north,77.567,16,0.32,8,5239,81.9,Srrr
30956,2026-06-17 06:21:06,77440,77440.0,west,61.704,20,0.788,12,5642,86.25,Srrr
30955,2026-06-17 06:21:06,77440,77440.0,east,90.904,20,1.478,25,8060,100.0,Srrr
30954,2026-06-17 06:21:06,77440,77440.0,south,2.999,2,0.106,15,6055,5.64,Srrr
30953,2026-06-17 06:21:06,77440,77440.0,north,69.736,13,1.099,8,5239,72.87,Srrr
30952,2026-06-17 06:21:06,77430,77430.0,west,54.795,20,0.396,12,5642,86.58,Srrr
30951,2026-06-17 06:21:06,77430,77430.0,east,90.618,20,0.042,25,8060,97.74,Srrr
30950,2026-06-17 06:21:06,77430,77430.0,south,0.25,0,9.471,15,6055,0.0,Srrr
30949,2026-06-17 06:21:06,77430,77430.0,north,61.76,11,1.258,8,5239,62.57,Srrr
30948,2026-06-17 06:21:06,77420,77420.0,west,46.982,20,1.045,12,5642,80.86,Srrr
30947,2026-06-17 06:21:06,77420,77420.0,east,85.212,20,0.177,25,8060,100.0,Srrr
30946,2026-06-17 06:21:06,77420,77420.0,south,18.676,0,8.978,15,6055,10.16,Srrr
30945,2026-06-17 06:21:06,77420,77420.0,north,52.63,8,0.689,8,5239,48.19,Srrr
30944,2026-06-17 06:21:06,77410,77410.0,west,38.031,19,1.063,12,5642,75.51,Srrr
30943,2026-06-17 06:21:06,77410,77410.0,east,76.692,20,0.215,25,8060,96.1,Srrr
30942,2026-06-17 06:21:06,77410,77410.0,south,58.639,9,8.024,15,6048,53.77,Srrr
30941,2026-06-17 06:21:06,77410,77410.0,north,44.687,5,0.354,8,5239,37.11,Srrr
30940,2026-06-17 06:21:06,77400,77400.0,west,29.705,16,0.051,12,5642,60.95,Nrrr
30939,2026-06-17 06:21:06,77400,77400.0,east,70.245,20,0.258,25,8060,89.91,Nrrr
30938,2026-06-17 06:21:06,77400,77400.0,south,90.742,20,1.172,15,6040,100.0,Nrrr
30937,2026-06-17 06:21:06,77400,77400.0,north,37.823,3,0.326,8,5239,28.11,Nrrr
30936,2026-06-17 06:21:06,77390,77390.0,west,23.325,12,0.412,12,5642,44.01,Nrrr
30935,2026-06-17 06:21:06,77390,77390.0,east,62.114,20,0.728,25,8060,88.52,Nrrr
30934,2026-06-17 06:21:06,77390,77390.0,south,89.059,20,0.939,15,6040,97.49,Nrrr
30933,2026-06-17 06:21:06,77390,77390.0,north,30.14,0,1.423,8,5239,12.63,Nrrr
30932,2026-06-17 06:21:06,77380,77380.0,west,14.965,8,0.009,12,5642,27.95,Nrrr
30931,2026-06-17 06:21:06,77380,77380.0,east,53.887,20,0.103,25,8060,85.93,Nrrr
30930,2026-06-17 06:21:06,77380,77380.0,south,90.707,20,0.845,15,6040,97.09,Nrrr
30929,2026-06-17 06:21:06,77380,77380.0,north,65.729,10,9.633,8,5232,56.73,Nrrr
30928,2026-06-17 06:21:06,77370,77370.0,west,6.495,3,1.388,12,5642,11.21,Wrrr
30927,2026-06-17 06:21:06,77370,77370.0,east,45.866,20,1.236,25,8060,82.75,Wrrr
30926,2026-06-17 06:21:06,77370,77370.0,south,90.617,20,0.365,15,6040,99.74,Wrrr
30925,2026-06-17 06:21:06,77370,77370.0,north,90.035,20,0.549,8,5226,99.05,Wrrr
30924,2026-06-17 06:21:06,77360,77360.0,west,0.002,0,10.033,12,5642,0.0,Wrrr
30923,2026-06-17 06:21:06,77360,77360.0,east,36.704,20,0.152,25,8060,76.82,Wrrr
30922,2026-06-17 06:21:06,77360,77360.0,south,89.057,20,0.037,15,6040,99.78,Wrrr
30921,2026-06-17 06:21:06,77360,77360.0,north,89.71,20,0.742,8,5226,100.0,Wrrr
30920,2026-06-17 06:21:06,77350,77350.0,west,0.32,0,12.622,12,5642,1.95,Wrrr
30919,2026-06-17 06:21:06,77350,77350.0,east,30.36,20,1.357,25,8060,71.27,Wrrr
30918,2026-06-17 06:21:06,77350,77350.0,south,83.587,20,1.037,15,6040,96.65,Wrrr
30917,2026-06-17 06:21:06,77350,77350.0,north,89.188,20,0.353,8,5226,100.0,Wrrr
30916,2026-06-17 06:21:06,77340,77340.0,west,34.818,0,9.856,12,5642,15.04,Wrrr
30915,2026-06-17 06:21:06,77340,77340.0,east,21.752,20,0.786,25,8060,70.56,Wrrr
30914,2026-06-17 06:21:06,77340,77340.0,south,75.099,20,1.037,15,6040,92.53,Wrrr
30913,2026-06-17 06:21:06,77340,77340.0,north,89.738,20,0.714,8,5226,98.86,Wrrr
30912,2026-06-17 06:21:06,77330,77330.0,west,73.566,14,9.216,12,5632,76.89,Wrrr
30911,2026-06-17 06:21:06,77330,77330.0,east,14.448,15,1.018,25,8060,52.25,Wrrr
30910,2026-06-17 06:21:06,77330,77330.0,south,68.878,20,1.201,15,6040,90.73,Wrrr
30909,2026-06-17 06:21:06,77330,77330.0,north,90.532,20,1.068,8,5226,100.0,Wrrr
30908,2026-06-17 06:21:06,77320,77320.0,west,90.928,20,0.302,12,5628,100.0,Errr
30907,2026-06-17 06:21:06,77320,77320.0,east,5.364,6,0.579,25,8060,19.47,Errr
30906,2026-06-17 06:21:06,77320,77320.0,south,59.748,20,0.608,15,6040,89.17,Errr
30905,2026-06-17 06:21:06,77320,77320.0,north,89.037,20,0.461,8,5226,100.0,Errr
30904,2026-06-17 06:21:06,77310,77310.0,west,89.951,20,1.065,12,5628,100.0,Errr
30903,2026-06-17 06:21:06,77310,77310.0,east,0.0,0,12.026,25,8060,2.66,Errr
30902,2026-06-17 06:21:06,77310,77310.0,south,52.147,20,0.818,15,6040,85.15,Errr
30901,2026-06-17 06:21:06,77310,77310.0,north,89.533,20,0.191,8,5226,99.2,Errr
30900,2026-06-17 06:21:06,77300,77300.0,west,89.035,20,1.077,12,5628,100.0,Errr
30899,2026-06-17 06:21:06,77300,77300.0,east,0.491,0,10.804,25,8060,0.0,Errr
30898,2026-06-17 06:21:06,77300,77300.0,south,43.746,20,1.301,15,6040,76.85,Errr
30897,2026-06-17 06:21:06,77300,77300.0,north,89.087,20,1.153,8,5226,99.89,Errr
30896,2026-06-17 06:21:06,77290,77290.0,west,90.802,20,0.082,12,5628,100.0,Errr
30895,2026-06-17 06:21:06,77290,77290.0,east,0.0,0,12.382,25,8060,0.0,Errr
30894,2026-06-17 06:21:06,77290,77290.0,south,35.239,20,1.046,15,6040,74.05,Errr
30893,2026-06-17 06:21:06,77290,77290.0,north,89.464,20,1.018,8,5226,99.58,Errr
30892,2026-06-17 06:21:06,77280,77280.0,west,87.191,20,0.343,12,5628,95.76,Errr
30891,2026-06-17 06:21:06,77280,77280.0,east,1.688,0,8.197,25,8060,3.12,Errr
30890,2026-06-17 06:21:06,77280,77280.0,south,27.912,18,0.674,15,6040,67.02,Errr
30889,2026-06-17 06:21:06,77280,77280.0,north,89.532,20,0.297,8,5226,98.28,Errr
30888,2026-06-17 06:21:06,77270,77270.0,west,79.89,20,0.14,12,5628,97.42,Errr
30887,2026-06-17 06:21:06,77270,77270.0,east,41.661,8,11.693,25,8052,44.29,Errr
30886,2026-06-17 06:21:06,77270,77270.0,south,19.598,13,0.166,15,6040,49.87,Errr
30885,2026-06-17 06:21:06,77270,77270.0,north,86.328,19,0.812,8,5226,93.83,Errr
30884,2026-06-17 06:21:06,77260,77260.0,west,72.969,20,0.786,12,5628,93.64,Errr
30883,2026-06-17 06:21:06,77260,77260.0,east,82.402,18,9.544,25,8042,92.46,Errr
30882,2026-06-17 06:21:06,77260,77260.0,south,11.222,8,0.112,15,6040,29.13,Errr
30881,2026-06-17 06:21:06,77260,77260.0,north,79.325,17,0.485,8,5226,86.33,Errr
30880,2026-06-17 06:21:06,77250,77250.0,west,63.932,20,0.478,12,5628,87.57,Srrr
30879,2026-06-17 06:21:06,77250,77250.0,east,90.602,20,0.625,25,8040,98.53,Srrr
30878,2026-06-17 06:21:06,77250,77250.0,south,3.108,3,1.211,15,6040,8.51,Srrr
30877,2026-06-17 06:21:06,77250,77250.0,north,70.427,14,0.896,8,5226,75.39,Srrr
30876,2026-06-17 06:21:06,77240,77240.0,west,56.563,20,0.279,12,5628,85.24,Srrr
30875,2026-06-17 06:21:06,77240,77240.0,east,89.967,20,0.026,25,8040,98.76,Srrr
30874,2026-06-17 06:21:06,77240,77240.0,south,0.0,0,12.957,15,6040,2.65,Srrr
30873,2026-06-17 06:21:06,77240,77240.0,north,62.057,11,1.457,8,5226,58.47,Srrr
30872,2026-06-17 06:21:06,77230,77230.0,west,47.325,20,1.381,12,5628,80.27,Srrr
30871,2026-06-17 06:21:06,77230,77230.0,east,87.405,20,0.186,25,8040,96.4,Srrr
30870,2026-06-17 06:21:06,77230,77230.0,south,10.494,0,11.499,15,6040,2.79,Srrr
30869,2026-06-17 06:21:06,77230,77230.0,north,54.86,9,0.227,8,5226,54.11,Srrr
30868,2026-06-17 06:21:06,77220,77220.0,west,40.761,20,1.45,12,5628,79.39,Srrr
30867,2026-06-17 06:21:06,77220,77220.0,east,79.958,20,0.578,25,8040,94.37,Srrr
30866,2026-06-17 06:21:06,77220,77220.0,south,49.456,6,10.362,15,6035,39.26,Srrr
30865,2026-06-17 06:21:06,77220,77220.0,north,46.521,6,1.426,8,5226,38.21,Srrr
30864,2026-06-17 06:21:06,77210,77210.0,west,32.174,16,0.385,12,5628,61.41,Nrrr
30863,2026-06-17 06:21:06,77210,77210.0,east,71.262,20,1.035,25,8040,90.67,Nrrr
30862,2026-06-17 06:21:06,77210,77210.0,south,89.093,20,0.219,15,6025,97.02,Nrrr
30861,2026-06-17 06:21:06,77210,77210.0,north,37.815,3,0.846,8,5226,25.32,Nrrr
30860,2026-06-17 06:21:06,77200,77200.0,west,24.124,12,0.7,12,5628,46.49,Nrrr
30859,2026-06-17 06:21:06,77200,77200.0,east,62.227,20,0.341,25,8040,86.32,Nrrr
30858,2026-06-17 06:21:06,77200,77200.0,south,89.302,20,0.853,15,6025,100.0,Nrrr
30857,2026-06-17 06:21:06,77200,77200.0,north,31.374,1,1.026,8,5226,16.12,Nrrr
30856,2026-06-17 06:21:06,77190,77190.0,west,16.882,8,0.584,12,5628,29.23,Nrrr
30855,2026-06-17 06:21:06,77190,77190.0,east,54.551,20,0.194,25,8040,82.84,Nrrr
30854,2026-06-17 06:21:06,77190,77190.0,south,90.595,20,1.341,15,6025,98.02,Nrrr
30853,2026-06-17 06:21:06,77190,77190.0,north,58.002,7,9.429,8,5221,48.93,Nrrr
30852,2026-06-17 06:21:06,77180,77180.0,west,7.911,4,0.492,12,5628,17.74,Wrrr
30851,2026-06-17 06:21:06,77180,77180.0,east,46.616,20,0.287,25,8040,81.55,Wrrr
30850,2026-06-17 06:21:06,77180,77180.0,south,89.945,20,0.148,15,6025,100.0,Wrrr
30849,2026-06-17 06:21:06,77180,77180.0,north,90.079,20,1.194,8,5213,98.47,Wrrr
30848,2026-06-17 06:21:06,77170,77170.0,west,0.0,0,0.34,12,5628,1.17,Wrrr
30847,2026-06-17 06:21:06,77170,77170.0,east,39.41,20,0.806,25,8040,75.39,Wrrr
30846,2026-06-17 06:21:06,77170,77170.0,south,89.654,20,0.258,15,6025,100.0,Wrrr
30845,2026-06-17 06:21:06,77170,77170.0,north,89.72,20,0.003,8,5213,100.0,Wrrr
30844,2026-06-17 06:21:06,77160,77160.0,west,0.023,0,10.348,12,5628,0.0,Wrrr
30843,2026-06-17 06:21:06,77160,77160.0,east,32.104,20,0.231,25,8040,76.19,Wrrr
30842,2026-06-17 06:21:06,77160,77160.0,south,84.817,20,0.352,15,6025,97.85,Wrrr
30841,2026-06-17 06:21:06,77160,77160.0,north,90.346,20,1.414,8,5213,99.68,Wrrr
30840,2026-06-17 06:21:06,77150,77150.0,west,25.694,0,9.04,12,5628,13.16,Wrrr
30839,2026-06-17 06:21:06,77150,77150.0,east,22.391,20,0.654,25,8040,68.91,Wrrr
30838,2026-06-17 06:21:06,77150,77150.0,south,78.438,20,0.024,15,6025,95.44,Wrrr
30837,2026-06-17 06:21:06,77150,77150.0,north,89.255,20,1.288,8,5213,96.93,Wrrr
30836,2026-06-17 06:21:06,77140,77140.0,west,65.427,11,9.784,12,5620,62.57,Wrrr
30835,2026-06-17 06:21:06,77140,77140.0,east,14.593,16,0.356,25,8040,54.68,Wrrr
30834,2026-06-17 06:21:06,77140,77140.0,south,70.557,20,0.915,15,6025,92.6,Wrrr
30833,2026-06-17 06:21:06,77140,77140.0,north,90.272,20,0.354,8,5213,100.0,Wrrr
30832,2026-06-17 06:21:06,77130,77130.0,west,89.374,20,0.44,12,5614,100.0,Errr
30831,2026-06-17 06:21:06,77130,77130.0,east,6.733,8,0.482,25,8040,27.99,Errr
30830,2026-06-17 06:21:06,77130,77130.0,south,61.739,20,0.159,15,6025,89.66,Errr
30829,2026-06-17 06:21:06,77130,77130.0,north,89.713,20,0.095,8,5213,100.0,Errr
30828,2026-06-17 06:21:06,77120,77120.0,west,89.47,20,0.698,12,5614,98.02,Errr
30827,2026-06-17 06:21:06,77120,77120.0,east,0.0,0,10.676,25,8040,0.88,Errr
30826,2026-06-17 06:21:06,77120,77120.0,south,53.559,20,1.497,15,6025,85.49,Errr
30825,2026-06-17 06:21:06,77120,77120.0,north,90.449,20,1.003,8,5213,98.96,Errr
30824,2026-06-17 06:21:06,77110,77110.0,west,89.646,20,0.234,12,5614,98.55,Errr
30823,2026-06-17 06:21:06,77110,77110.0,east,0.0,0,10.49,25,8040,0.0,Errr
30822,2026-06-17 06:21:06,77110,77110.0,south,45.484,20,0.366,15,6025,81.03,Errr
30821,2026-06-17 06:21:06,77110,77110.0,north,90.982,20,0.321,8,5213,98.17,Errr
30820,2026-06-17 06:21:06,77100,77100.0,west,90.6,20,0.904,12,5614,97.01,Errr
30819,2026-06-17 06:21:06,77100,77100.0,east,0.0,0,11.123,25,8040,0.0,Errr
30818,2026-06-17 06:21:06,77100,77100.0,south,38.177,20,0.722,15,6025,78.21,Errr
30817,2026-06-17 06:21:06,77100,77100.0,north,90.531,20,1.214,8,5213,100.0,Errr
30816,2026-06-17 06:21:06,77090,77090.0,west,90.479,20,0.838,12,5614,99.25,Errr
30815,2026-06-17 06:21:06,77090,77090.0,east,0.555,0,11.1,25,8040,0.0,Errr
30814,2026-06-17 06:21:06,77090,77090.0,south,30.528,19,1.02,15,6025,69.35,Errr
30813,2026-06-17 06:21:06,77090,77090.0,north,90.687,20,1.159,8,5213,100.0,Errr
30812,2026-06-17 06:21:06,77080,77080.0,west,81.934,20,0.334,12,5614,98.76,Errr
30811,2026-06-17 06:21:06,77080,77080.0,east,34.373,6,8.073,25,8034,33.03,Errr
30810,2026-06-17 06:21:06,77080,77080.0,south,20.955,14,1.209,15,6025,49.74,Errr
30809,2026-06-17 06:21:06,77080,77080.0,north,87.773,20,1.27,8,5213,99.2,Errr
30808,2026-06-17 06:21:06,77070,77070.0,west,73.082,20,0.708,12,5614,92.82,Errr
30807,2026-06-17 06:21:06,77070,77070.0,east,73.818,16,10.561,25,8024,82.69,Errr
30806,2026-06-17 06:21:06,77070,77070.0,south,13.214,9,1.204,15,6025,34.21,Errr
30805,2026-06-17 06:21:06,77070,77070.0,north,80.754,17,1.023,8,5213,87.36,Errr
30804,2026-06-17 06:21:06,77060,77060.0,west,66.559,20,1.404,12,5614,89.79,Srrr
30803,2026-06-17 06:21:06,77060,77060.0,east,90.054,20,1.231,25,8020,97.04,Srrr
30802,2026-06-17 06:21:06,77060,77060.0,south,5.198,4,0.944,15,6025,12.4,Srrr
30801,2026-06-17 06:21:06,77060,77060.0,north,71.439,14,0.991,8,5213,73.48,Srrr
